optimized_rmse,optimized_mae,optimized_r2,baseline_rmse,baseline_mae,baseline_r2,rmse_improvement_pct,mae_improvement_pct,r2_improvement_pct
116.75668714627238,57.92435116237447,0.6890376981369651,118.69660281959503,57.59437784003118,0.6786185591861447,1.6343481003168137,-0.572926272873015,1.5353454175075851
