baseline_accuracy,baseline_f1,weighted_accuracy,weighted_f1,smote_accuracy,smote_f1,focal_loss_accuracy,focal_loss_f1,best_method,best_accuracy,best_f1
0.6723559150657229,0.6506501679061072,0.6301718907987867,0.6390301488750796,0.6734479271991911,0.6540386650271688,0.6279878665318503,0.6376706140551829,SMOTE,0.6734479271991911,0.6540386650271688
